According to a recent OFSTED report, a school in Birmingham is still segregating girls and boys, despite a Hight Court ruling in 2017 that this is unlawful.;1;;Negativ;;Affil;;;Strong;Power;;;Active;;;;;;;;;Ovrst;Undrst;Academ;;;;;;Legal;;Polit@;POLIT;;;COLL;Work;;SocRel;;;;;;HU;;PLACE;Social;;;;;;Object;;;;;ComnObj;;;ComForm;COM;;;;;;;;Fail;;;;;;;;;;;;;;Know;;;;;;;;;;Quality;;;;;;;Time@;;Space;;;;;;;;;;;;;IAV;;;;IndAdj;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;AffGain;;;;AffTot;;;;;;;;;;;EnlGain;;;;EnlOth;EnlTot;;;;;;;;;EndsLw;;;;;;;;;;TimeSpc;FormLw
In Birmingham there is a school where girls and boys are separeted even if it isn't legal.;1;Positiv;Negativ;Pstv;;Ngtv;Hostile;;Power;;;Active;;;;;;;;;Ovrst;;Academ;Doctrin;;;ECON;;Legal;;;POLIT;;;;Work;;SocRel;;;;;;;;PLACE;Social;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Quality;;;;;;;;;Space;;;;;;;;;;;;;IAV;;SV;;;;;;;;;;;;PowAuth;;PowTot;;;RcGain;;;RcTot;;;;;;;;;;;;;;;;;;;;EnlGain;;;;EnlOth;EnlTot;;;;;;;;;;;;;;;;SureLw;If;;TimeSpc;FormLw
A school in Birningham is still separating girls from boys. This information come from a Ofsted report. A high court said in 2017 that this type of action is illegal.;1;;Negativ;;Affil;;;Strong;Power;;;Active;;;;;;;;Vice;Ovrst;;Academ;;;;;;Legal;;Polit@;POLIT;;;COLL;Work;;SocRel;;;;;;HU;;PLACE;Social;;;;;;Object;;;;;ComnObj;;;ComForm;COM;Say;;;;;;Complet;;;;Vary;;;;;Rise;Exert;;Travel;;;Know;;;;;Eval@;;Solve;Abs@;ABS;Quality;Quan;;;;;;Time@;;Space;POS;DIM;;;;;;;;;;;IAV;DAV;;;IndAdj;;;;;;;PowAuPt;;;PowAuth;;PowTot;;;;;;;;;;;AffGain;;;;AffTot;;;;;;;;;;;EnlGain;;;;EnlOth;EnlTot;;;;;TrnGain;;TranLw;;;;;;;;;;;;TimeSpc;FormLw
The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!;1;;;;;;;Strong;Power;;;Active;;;;;;;Virtue;;;;;;Econ@;;;;Legal;;;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;Try;;;;;;;;Increas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Space;;;Rel;;;;;;;;;;IAV;DAV;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;WltOth;WltTot;;;;;;;;;;;;;;;;;;;;MeansLw;EndsLw;ArenaLw;;;;;;;;;TimeSpc;
Muslims grooming gangs are protected by the government and the police. This is a betrayal!;1;;Negativ;;;;Hostile;Strong;Power;;;;;;;;;;;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;RcEthic;;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The police and the government are defending muslim gangs and they must be considered as traitors of our society.;1;;;;Affil;;;Strong;Power;;;;;;;;;;Virtue;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;Ought;;;;;;;;;Quan;;;;;;;;;;;;;;Our;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ArenaLw;;;;;;;;;;
The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!;1;;;;;;;Strong;Power;;;Active;;;;;;;Virtue;;;;;;Econ@;;;;Legal;;;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;Try;;;;;;;;Increas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Space;;;Rel;;;;;;;;;;IAV;DAV;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;WltOth;WltTot;;;;;;;;;;;;;;;;;;;;MeansLw;EndsLw;ArenaLw;;;;;;;;;TimeSpc;
Muslims grooming gangs are protected by the government and the police. This is a betrayal!;1;;Negativ;;;;Hostile;Strong;Power;;;;;;;;;;;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;RcEthic;;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The police and the government are defending muslim gangs and they must be considered as traitors of our society.;1;;;;Affil;;;Strong;Power;;;;;;;;;;Virtue;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;Ought;;;;;;;;;Quan;;;;;;;;;;;;;;Our;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ArenaLw;;;;;;;;;;
The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!;1;;;;;;;Strong;Power;;;Active;;;;;;;Virtue;;;;;;Econ@;;;;Legal;;;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;Try;;;;;;;;Increas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Space;;;Rel;;;;;;;;;;IAV;DAV;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;WltOth;WltTot;;;;;;;;;;;;;;;;;;;;MeansLw;EndsLw;ArenaLw;;;;;;;;;TimeSpc;
Muslims grooming gangs are protected by the government and the police. This is a betrayal!;1;;Negativ;;;;Hostile;Strong;Power;;;;;;;;;;;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;RcEthic;;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The police and the government are defending muslim gangs and they must be considered as traitors of our society.;1;;;;Affil;;;Strong;Power;;;;;;;;;;Virtue;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;Ought;;;;;;;;;Quan;;;;;;;;;;;;;;Our;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ArenaLw;;;;;;;;;;
The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!;1;;;;;;;Strong;Power;;;Active;;;;;;;Virtue;;;;;;Econ@;;;;Legal;;;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;Try;;;;;;;;Increas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Space;;;Rel;;;;;;;;;;IAV;DAV;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;WltOth;WltTot;;;;;;;;;;;;;;;;;;;;MeansLw;EndsLw;ArenaLw;;;;;;;;;TimeSpc;
Muslims grooming gangs are protected by the government and the police. This is a betrayal!;1;;Negativ;;;;Hostile;Strong;Power;;;;;;;;;;;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;RcEthic;;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The police and the government are defending muslim gangs and they must be considered as traitors of our society.;1;;;;Affil;;;Strong;Power;;;;;;;;;;Virtue;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;Ought;;;;;;;;;Quan;;;;;;;;;;;;;;Our;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ArenaLw;;;;;;;;;;
The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!;1;;;;;;;Strong;Power;;;Active;;;;;;;Virtue;;;;;;Econ@;;;;Legal;;;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;Try;;;;;;;;Increas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Space;;;Rel;;;;;;;;;;IAV;DAV;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;WltOth;WltTot;;;;;;;;;;;;;;;;;;;;MeansLw;EndsLw;ArenaLw;;;;;;;;;TimeSpc;
Muslims grooming gangs are protected by the government and the police. This is a betrayal!;1;;Negativ;;;;Hostile;Strong;Power;;;;;;;;;;;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;RcEthic;;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The police and the government are defending muslim gangs and they must be considered as traitors of our society.;1;;;;Affil;;;Strong;Power;;;;;;;;;;Virtue;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;Ought;;;;;;;;;Quan;;;;;;;;;;;;;;Our;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ArenaLw;;;;;;;;;;
The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!;1;;;;;;;Strong;Power;;;Active;;;;;;;Virtue;;;;;;Econ@;;;;Legal;;;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;Try;;;;;;;;Increas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Space;;;Rel;;;;;;;;;;IAV;DAV;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;WltOth;WltTot;;;;;;;;;;;;;;;;;;;;MeansLw;EndsLw;ArenaLw;;;;;;;;;TimeSpc;
Muslims grooming gangs are protected by the government and the police. This is a betrayal!;1;;Negativ;;;;Hostile;Strong;Power;;;;;;;;;;;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;RcEthic;;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The police and the government are defending muslim gangs and they must be considered as traitors of our society.;1;;;;Affil;;;Strong;Power;;;;;;;;;;Virtue;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;Ought;;;;;;;;;Quan;;;;;;;;;;;;;;Our;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ArenaLw;;;;;;;;;;
The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!;1;;;;;;;Strong;Power;;;Active;;;;;;;Virtue;;;;;;Econ@;;;;Legal;;;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;Try;;;;;;;;Increas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Space;;;Rel;;;;;;;;;;IAV;DAV;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;WltOth;WltTot;;;;;;;;;;;;;;;;;;;;MeansLw;EndsLw;ArenaLw;;;;;;;;;TimeSpc;
Muslims grooming gangs are protected by the government and the police. This is a betrayal!;1;;Negativ;;;;Hostile;Strong;Power;;;;;;;;;;;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;RcEthic;;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The police and the government are defending muslim gangs and they must be considered as traitors of our society.;1;;;;Affil;;;Strong;Power;;;;;;;;;;Virtue;;;;;;;;;;Legal;;Polit@;POLIT;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;Ought;;;;;;;;;Quan;;;;;;;;;;;;;;Our;;;;;;;;;SV;;;;;;;;;PowAuPt;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ArenaLw;;;;;;;;;;
Shocking. 2 men are murdered in Paris by having their throats cut by some savage shouting 'Allahu Akbar' and the BBC ignore the story. Another cover up.;1;;Negativ;;;Ngtv;Hostile;Strong;Power;;;Active;Passive;;;;;;Virtue;;;Undrst;;;;;ECON;Exprsv;;;;POLIT;;Role;;;;SocRel;;;MALE;;;HU;;;;;;;;;Object;Tool;;;BldgPt;;;;ComForm;COM;;;;;Means;;;;;;;;Decreas;;;;Exert;;;;;;;;;Compare;;;Solve;;;;Quan;;;;;;;;Space;;;;;;;;Name;;;;;IAV;DAV;SV;;IndAdj;;;;;;;;PowPt;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;EnlLoss;;;EnlOth;EnlTot;;;SklOth;SklTOT;;TrnLoss;;;;;PtLw;;;;;;;;TimeSpc;FormLw
Is strange that BBC hadn't reported the murder of two men in Paris, they were killed by a Muslim shouting 'Allah Akbar'.;1;;Negativ;;;Ngtv;Hostile;Strong;;;;Active;;;;;;;;Vice;;;;;;;ECON;;;;;POLIT;;Role;;;;SocRel;;;MALE;;;HU;;;;;;;;;;;;;;;;;;;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;EVAL;;;;Quality;Quan;NUMB;;CARD;;;;;Space;;;;;;;;Name;;;;;;DAV;;;;;;;;;;;PowPt;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TrnLoss;;;;;PtLw;;;;;;;;;
The BBC is covering Muslims: in Paris there was an attack where 2 men were killed and the murderers shouted 'allahu akbar', but the BBC said nothing about this. Disgusting.;1;;Negativ;;;Ngtv;Hostile;Strong;;Weak;;Active;;;;;;;;Vice;;Undrst;;;;;ECON;;;;;POLIT;;Role;;;;SocRel;;;MALE;;;HU;;;;;;;;;;;;;;;;;ComForm;;Say;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Quan;;;;;;;;Space;;;;;;;;Name;;;Negate;;IAV;DAV;;;;;PowLoss;;;;;;PowPt;;;;PowTot;;;;;;;;;;;;;;;;;;;;;WlbLoss;;;;WlbTot;EnlGain;;;;EnlOth;EnlTot;;;;;;;;;;;PtLw;;;;;;If;NotLw;TimeSpc;FormLw
Shocking. 2 men are murdered in Paris by having their throats cut by some savage shouting 'Allahu Akbar' and the BBC ignore the story. Another cover up.;1;;Negativ;;;Ngtv;Hostile;Strong;Power;;;Active;Passive;;;;;;Virtue;;;Undrst;;;;;ECON;Exprsv;;;;POLIT;;Role;;;;SocRel;;;MALE;;;HU;;;;;;;;;Object;Tool;;;BldgPt;;;;ComForm;COM;;;;;Means;;;;;;;;Decreas;;;;Exert;;;;;;;;;Compare;;;Solve;;;;Quan;;;;;;;;Space;;;;;;;;Name;;;;;IAV;DAV;SV;;IndAdj;;;;;;;;PowPt;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;EnlLoss;;;EnlOth;EnlTot;;;SklOth;SklTOT;;TrnLoss;;;;;PtLw;;;;;;;;TimeSpc;FormLw
Is strange that BBC hadn't reported the murder of two men in Paris, they were killed by a Muslim shouting 'Allah Akbar'.;1;;Negativ;;;Ngtv;Hostile;Strong;;;;Active;;;;;;;;Vice;;;;;;;ECON;;;;;POLIT;;Role;;;;SocRel;;;MALE;;;HU;;;;;;;;;;;;;;;;;;;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;EVAL;;;;Quality;Quan;NUMB;;CARD;;;;;Space;;;;;;;;Name;;;;;;DAV;;;;;;;;;;;PowPt;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TrnLoss;;;;;PtLw;;;;;;;;;
The BBC is covering Muslims: in Paris there was an attack where 2 men were killed and the murderers shouted 'allahu akbar', but the BBC said nothing about this. Disgusting.;1;;Negativ;;;Ngtv;Hostile;Strong;;Weak;;Active;;;;;;;;Vice;;Undrst;;;;;ECON;;;;;POLIT;;Role;;;;SocRel;;;MALE;;;HU;;;;;;;;;;;;;;;;;ComForm;;Say;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Quan;;;;;;;;Space;;;;;;;;Name;;;Negate;;IAV;DAV;;;;;PowLoss;;;;;;PowPt;;;;PowTot;;;;;;;;;;;;;;;;;;;;;WlbLoss;;;;WlbTot;EnlGain;;;;EnlOth;EnlTot;;;;;;;;;;;PtLw;;;;;;If;NotLw;TimeSpc;FormLw
Shocking. 2 men are murdered in Paris by having their throats cut by some savage shouting 'Allahu Akbar' and the BBC ignore the story. Another cover up.;1;;Negativ;;;Ngtv;Hostile;Strong;Power;;;Active;Passive;;;;;;Virtue;;;Undrst;;;;;ECON;Exprsv;;;;POLIT;;Role;;;;SocRel;;;MALE;;;HU;;;;;;;;;Object;Tool;;;BldgPt;;;;ComForm;COM;;;;;Means;;;;;;;;Decreas;;;;Exert;;;;;;;;;Compare;;;Solve;;;;Quan;;;;;;;;Space;;;;;;;;Name;;;;;IAV;DAV;SV;;IndAdj;;;;;;;;PowPt;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;EnlLoss;;;EnlOth;EnlTot;;;SklOth;SklTOT;;TrnLoss;;;;;PtLw;;;;;;;;TimeSpc;FormLw
