Lmfao wtf nosence u talking, u should know how to behave;1;Positiv;;Pstv;;;;;;;;Active;Passive;;;;;;;;;;;;;;;;;;;;;;;;;SocRel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Know;;Ought;;;;;Solve;;;Quality;;;;;;;;;;;;;;;;;;;;;Intrj;IAV;;SV;;;;;;;;;;;;;;;;;;;RcEnds;RcTot;;;;;;;;;;;;;;;;;;;;;;;;EnlOth;EnlTot;;;;;;;;;;;;;;;;;;;;
Is your schlong bigger? ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;You;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wtf;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Any cute single girls that live in Houston Texas?  ;0;Positiv;;Pstv;;;;Strong;;;;;;;;;;;Virtue;;Ovrst;Undrst;;;Econ@;;ECON;;;;;POLIT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Means;;Complet;;NatrPro;;;;;;;;;;;;;;;;;;Eval@;;Solve;;;;Quan;;;;;;;;Space;;;;;;;;Name;;;;;IAV;;SV;;IndAdj;;;;;;;;;;;;;;;;;;;RspGain;;;RspTot;;;;;;;;;;;;WlbPhys;;;WlbTot;;;;;;;;;;;;;;;;;;;;;;;;;;
sorry im from LA;0;;Negativ;;;Ngtv;;;;Weak;;;Passive;;Pain;;;EMOT;;Vice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EVAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RcEthic;;;;;RcTot;;;;;;;;;;;;;;;;WlbPhys;;;WlbTot;;;;;;;;;;;;;;;;;;;;;;;;;;
(Im only gonna pick the first cute girl that responds and has to be 13-16 years old) Im 14 boutta be 15 ;0;Positiv;Negativ;;;Ngtv;Hostile;Strong;Power;Weak;;Active;;;;;;;Virtue;;;Undrst;;;;;;;;;;;;Role;;Work;;SocRel;;;;Female;Nonadlt;HU;;;;;;;;;Object;Tool;;;;;;;;;;;;;Means;;;;;Begin;Vary;;;;;;;Fetch;;;;;;;;;Eval@;;;;;;Quan;NUMB;ORD;;;;;;;POS;;Rel;;;;;;;;;;IAV;DAV;SV;;IndAdj;;;;;;;;;;;;;;;;;;;;RspLoss;;RspTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PtLw;;;;;SureLw;;;TimeSpc;
You judgmental hoe;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;You;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No Offense of any sort is intended in this question. Homosexuals, do you find being with your non preferable sex gross, just like guys find it gross to be with other guys? ;0;Positiv;Negativ;Pstv;Affil;Ngtv;Hostile;Strong;;;;Active;Passive;;;;Arousal;EMOT;Virtue;Vice;Ovrst;Undrst;;;Econ@;;;;Legal;;;;;Role;;Work;;;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;COM;;;Goal;;;;Complet;;NatrPro;;;;;;;;;;;;;Know;;;;Compare;;EVAL;Solve;Abs@;ABS;;Quan;;;;;;Time@;;Space;;;Rel;;;;You;;;No;Negate;Intrj;IAV;DAV;SV;;;;;;;;;;;;;;;RcEthic;;;;;RcTot;;;;;AffGain;;;AffOth;AffTot;;WltTran;;WltTot;;;;;;;;;EnlEnds;;EnlOth;EnlTot;;;;;;;TranLw;;EndsLw;;PtLw;;;NegAff;PosAff;;If;NotLw;TimeSpc;FormLw
I am straight xp;0;Positiv;;Pstv;;;;;;;;;;;;;;;Virtue;;Ovrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Quality;;;;;;;Time@;;Space;;;;;Self;;;;;;;;;;SV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TimeSpc;
One girl actually took a pic and put it on her snap story ;0;;;;;;Hostile;Strong;;;Submit;Active;Passive;;;;;;;;;;;;;;;Exprsv;;;;;;Role;;Work;;SocRel;;;;Female;Nonadlt;HU;;;;;;;;;Object;;;;BldgPt;;;;ComForm;COM;;;;;;;Complet;;;;;;;;;;Exert;Fetch;Travel;;;;;;;;;;Solve;;;;Quan;NUMB;;CARD;;;;;Space;;;;;;;;;;;;;IAV;DAV;;;;PowGain;;;;;;;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EnlOth;EnlTot;;;;;;;;;;;PtLw;;;;;;;;;FormLw
damn that sucks!;0;;Negativ;;;Ngtv;Hostile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Intrj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NegAff;;;;;;
Yeah so I was the one wearing the thong, lmao ;0;;;;;;;;;;;;;;;;;;;;Ovrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;;;;;;;;;;Quan;NUMB;;CARD;;;;;;;;;;Self;;;;Yes;;;Intrj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Why lmaooo, you ass fucking cunt;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BodyPt;;;;;;;;;;;;;;;;;;;;;;;;;Causal;;;;;;;;;;;;;;;;;;;;;;;;;You;;;;;Intrj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EnlEnds;;;EnlTot;;;;;;;;;;;;;;;;;;;;
You are so damn beautiful ;0;;Negativ;;;Ngtv;Hostile;;;;;;;;;;;;;;Ovrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;;;;;;;;;;Quan;;;;;;;;;;;;;;;You;;;;;Intrj;;;SV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SklAsth;;;SklTOT;;;;;;;;;;NegAff;;;;;;
Aww thank you :));0;Positiv;;Pstv;Affil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;;;;;;;;;;;;Causal;;;;;;;;;;;;;;;;;;;;;;;;;You;;;;;Intrj;;DAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TrnGain;;;;;;;;;;PosAff;;;;;FormLw
What is your favorite sex position? ;1;Positiv;;Pstv;Affil;;;;;;;;;;;;;;Virtue;;Ovrst;;;;;;;;;;;;;Role;;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;;;;;;NatrPro;;;;;;;;;;;;;;;;;;;EVAL;;;;;;;;;;;;;Space;;;;;;;You;;;;;Intrj;;;;;;;;;;;;;;;;PowOth;PowTot;;;;;;;;;;;;;;AffOth;AffTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I don't have a favorite;0;Positiv;;Pstv;Affil;;;;Power;Weak;;Active;Passive;;;;;;Virtue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Need;;;;;;;;;;;;;;;;;;;;;;;;;;EVAL;Solve;;;;;;;;;;;;;;;Rel;;Self;;;;;;Negate;;;;SV;;;;;;;;;;;;;;;RcEthic;;;;;RcTot;;;;;;;;AffOth;AffTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
who loves to be alive? because I sure as hell do ;0;Positiv;Negativ;Pstv;;Ngtv;;Strong;;;;Active;;;;;;;Virtue;;Ovrst;;;;;;;;;;;;Relig;;;Work;;;;;;;;;;PLACE;Social;;;;;;;;;;;;;;;;;;;;;;;;NatrPro;;;;;;;;;;;;;Know;Causal;;;;;;Solve;;;;Quan;;;;;;;;;;;;;Self;;;;Yes;;;Intrj;IAV;DAV;SV;;;;;;;;;;;;;;;;RcRelig;;;;RcTot;;;;;;;;;;;;;;;;WlbPhys;;;WlbTot;;;;;;;;;;;;;;;EndsLw;;PtLw;;;;;SureLw;;;;
YES GOOD HUMAN;0;Positiv;;Pstv;;;;;;;;;;;;;;;Virtue;;Ovrst;;;;;;;;;;;;;Role;;;;;;;;;;HU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EVAL;;;;;;;;;;;Time@;;;;;;;;;;;Yes;;;Intrj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AffPt;;AffTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PosAff;SureLw;;;;
If I were about the size of a pill and you came and swallowed me whole, like food, where would I be and what exactly would happen to me in there? ;0;Positiv;;Pstv;Affil;;;Strong;;;;Active;Passive;;;;Arousal;EMOT;;;Ovrst;Undrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Object;Tool;Food;;;;;;;;;;;;;;;;;;Vary;;;;;;;;;;;Know;;;;;;;Solve;;;;Quan;;;;;;;;Space;;;Rel;;Self;;You;;;;;Intrj;IAV;DAV;SV;;;;;;;;;;;;;;;;;;;;;;;;;AffGain;;;;AffTot;;;;;;;WlbPhys;;;WlbTot;;;;;;;;;;;;;;;;;;;;;PosAff;;If;;TimeSpc;
You would be in my stomach like food, duh, and then I would shit you out like I do with food. Lol.;0;Positiv;;Pstv;Affil;;;Strong;;;Submit;Active;Passive;;;;Arousal;EMOT;;;Ovrst;;;;;;;;;;;;;;;Work;;SocRel;;;;;;;;;;;;;;;Object;;Food;;;;;BodyPt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Solve;;;;;;;;;;Time@;;Space;;;Rel;;Self;;You;;;;;;IAV;DAV;SV;;;;;;;;;;;;;;;;;;;;;;;;;AffGain;;;;AffTot;;;;;;;WlbPhys;;;WlbTot;;;;;;;;;;;;;TranLw;;EndsLw;;;;;;PosAff;;;;TimeSpc;
HOWS YALL DAY SO FAR?!?!? ;0;;;;;;;;;;;;;;;;;;;;Ovrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Causal;;;;;;;;ABS;;Quan;;;;;;Time@;TIME;Space;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SureLw;;;TimeSpc;
shit;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No I'm not a serial killer. I am religious. I believe in our father in heaven. And I believe in Jesus christ himself the one who died on the cross for our sins and saved us all. He is our lord and savior. ;0;Positiv;Negativ;Pstv;Affil;Ngtv;Hostile;Strong;Power;;Submit;Active;Passive;;;;Arousal;EMOT;;;Ovrst;Undrst;;Doctrin;;;;;;;Polit@;POLIT;Relig;Role;;;;SocRel;;Kin@;MALE;;;HU;;PLACE;Social;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;;;;;;;;Travel;;;;;;;;;;Solve;;;;Quan;NUMB;;CARD;;;Time@;;Space;;;;;Self;Our;;;;No;Negate;Intrj;IAV;DAV;SV;;;;;;;;;;;;;;;;RcRelig;RcGain;;RcEnds;RcTot;;;RspOth;RspTot;;;AffPt;;AffTot;;;;;;;;;;;;;;;EnlOth;EnlTot;;;;;;TrnLoss;;;;;PtLw;;;NegAff;;SureLw;;NotLw;TimeSpc;FormLw
Yhen you should know that God is with you no matter what troubles you go through, and as ling as he's with you, everything is Okay;0;Positiv;Negativ;Pstv;Affil;Ngtv;Hostile;Strong;Power;;Submit;Active;Passive;;;;;;;Vice;Ovrst;Undrst;;;;;;;;;;;Relig;Role;;;;SocRel;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;COM;;;;Try;;Persist;;;;;Vary;;;Finish;;;;;Travel;;;Know;Causal;Ought;;;;EVAL;Solve;;ABS;;Quan;;;;;;;;Space;;;;;;;You;;Yes;No;Negate;Intrj;IAV;DAV;SV;;;;;;;;PowCoop;;;;;;PowTot;;;;;RcEnds;RcTot;;;;;;;;;;;;;;;;;;;;;;;;EnlOth;EnlTot;;;;;;;;;EndsLw;;;;;NegAff;PosAff;SureLw;;NotLw;;FormLw
"what the hell is the ""shoutout"" thing for? ";0;;Negativ;;;Ngtv;;;;;;;;;;;;;;;Ovrst;;;;;;;;;;;;Relig;;;;;;;;;;;;;PLACE;Social;;;;;;Object;;;;;;NatObj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Intrj;;;;;;;;;;;;;;;;;;;RcRelig;;;;RcTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
To send message to multiple people near you;0;;;;;;;Strong;;;;Active;;;;;;;;;;Undrst;;;;;;;;;;;;;COLL;;;;;;;;;HU;;;;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;Increas;;;;;;Fetch;Travel;;;;;;;;;;;;;;Quan;;;;;;;;Space;POS;;;;;;You;;;;;;IAV;DAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EnlOth;EnlTot;;;;;;;TranLw;;;ArenaLw;;;;;;;If;;TimeSpc;FormLw
Uninstalling this booty shit ;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
why is ur favorite word booty?;0;Positiv;;Pstv;Affil;;;;Power;;Submit;;;;;;;;Virtue;;;Undrst;Academ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ComForm;COM;;;;;;;;;;;;;;;;;;;;;;;Causal;;;;;EVAL;;;;;;;;;;;;;;;;;;;;;;;;;Intrj;;DAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AffOth;AffTot;;;;;;;;;;;;;EnlEnds;;EnlOth;EnlTot;;;;;;;;;;;;;;;;;;;;FormLw
What can I ask about then ;0;;;;;;;Strong;;;Submit;Active;;;;;;;;;Ovrst;Undrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ComForm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Quan;;;;;;Time@;;Space;;;;;Self;;;;;;;Intrj;;DAV;SV;;;;;;;;;;;;;;;;;;;;;;;;;AffGain;;;;AffTot;;;;;;;;;;;;;;;EnlOth;EnlTot;;;;;;;;;;;;;;;;;If;;TimeSpc;
Anything other than my sex life;0;;;;;;;;;;;;;;;;;;;;Ovrst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NatrPro;;;;;;;;;;;;;;;;;Compare;;;;;;;Quan;;;;;;Time@;;;;;;;Self;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AffOth;AffTot;;;;;;;WlbPhys;;;WlbTot;;;;;;;;;;;;;;;;;PtLw;;;;;;;;TimeSpc;
Why not have sex in his bed or yours? ;1;;;;;;;;Power;Weak;;Active;Passive;;;;;;;;;;;;;;;;;;;;;;;;;;;;MALE;;;;;;;;;;;;Object;Tool;;;;;NatObj;;;;;Need;;;;;;;NatrPro;;;;;;Stay;;;;;;;Know;Causal;;;;;;Solve;;;;;;;;;;;;Space;;;Rel;;;;You;;;;Negate;Intrj;IAV;;SV;;;;;;;;;;;;;;;RcEthic;;;;;RcTot;;;;;;;;AffOth;AffTot;;;;;;;;;;;;;EnlEnds;;;EnlTot;;;;;;;;;;;;;;;;;;NotLw;;
stop;0;;;;;;Hostile;Strong;Power;;;Active;;;;;;;;;;;;;;;;;;;;;;;;Work;;SocRel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Finish;Stay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IAV;DAV;;;;;PowLoss;;;;;;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TranLw;;;;;;;;;;;;;
Was sex on a bean bag weird or uncomfortable? ;1;;Negativ;;;Ngtv;;;;;;;;;Pain;;;EMOT;;Vice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Object;Tool;Food;;;;;;;;;;;;;;;;NatrPro;;;;;;;;;;;Fall;;Know;;;;;Eval@;;;;;;;;;;;;;;Space;;;;;;;;;;;Negate;;IAV;;;;IndAdj;;;;;;;;;;;;;;;;;;;;;;;;;;AffOth;AffTot;;;;;;;WlbPhys;;;WlbTot;;;;;;;;;;;;;;;;;;;;;;;;;;
weird and a lil uncomfortable;0;;Negativ;;;Ngtv;;;;;;;;;Pain;;;EMOT;;Vice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Eval@;;;;;;;;;;;;;;;;;;;;;;;;;Negate;;;;;;IndAdj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;WlbPhys;;;WlbTot;;;;;;;;;;;;;;;;;;;;;;;;;;
Guessing the sex was really boring then ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NatrPro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Time@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AffOth;AffTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The second time it wasn't.;0;;;;Affil;;Hostile;Strong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SocRel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Solve;;ABS;;;NUMB;ORD;;FREQ;;Time@;TIME;;POS;;Rel;;;;;;;;;;IAV;DAV;;;;PowGain;;;;;;;;;;;PowTot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TimeSpc;
Damn that was probably wack the first time then lmao ;0;;Negativ;;;Ngtv;Hostile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Begin;;;;;;;;;;;;;;;;;;;Solve;;ABS;;;NUMB;ORD;;FREQ;;Time@;TIME;;POS;;Rel;;;;;;;;;Intrj;;DAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NegAff;;SureLw;;;TimeSpc;
Lmao He was thick tho;1;;;;;;;Strong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MALE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Space;;DIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
That guy was probably like omg that was amazing while youre just sitting there like I guess ;0;Positiv;;Pstv;Affil;;;Strong;Power;;;Active;Passive;;;;Arousal;EMOT;Virtue;;Ovrst;;;;;;;;Legal;;;;;Role;;;;;;;MALE;;;HU;;;;;;;;;;;;;;;;;;;;;;;Means;;;;;;;;;;;;;;;;;;;;;;;;Solve;;ABS;;Quan;;;;;;Time@;TIME;Space;;;Rel;;Self;;;;;;;;IAV;;SV;;IndAdj;;;;;;;;;;;;;RcEthic;;;;;RcTot;;;;;AffGain;;AffPt;;AffTot;;;;;;;;;;;;;;;EnlOth;EnlTot;;;;;;;;;;;;;;;PosAff;;;;TimeSpc;
